table_name,table_name_x,column_name,total_rows,filled_count,fillrate,table_name_y,classification,japanese_name,description,data_type,max_length,code_values,remarks
jvd_hr,jvd_hr,fuseiritsu_flag_sanrentan,34548,34548,100.0,JVD_HR,JRA-VAN,fuseiritsu_flag_sanrentan,fuseiritsu_flag_sanrentanフィールド,character varying,1,,
jvd_hr,jvd_hr,fuseiritsu_flag_tansho,34548,34548,100.0,JVD_HR,JRA-VAN,fuseiritsu_flag_tansho,fuseiritsu_flag_tanshoフィールド,character varying,1,,
jvd_hr,jvd_hr,fuseiritsu_flag_umaren,34548,34548,100.0,JVD_HR,JRA-VAN,fuseiritsu_flag_umaren,fuseiritsu_flag_umarenフィールド,character varying,1,,
jvd_hr,jvd_hr,fuseiritsu_flag_umatan,34548,34548,100.0,JVD_HR,JRA-VAN,fuseiritsu_flag_umatan,fuseiritsu_flag_umatanフィールド,character varying,1,,
jvd_hr,jvd_hr,fuseiritsu_flag_wakuren,34548,34548,100.0,JVD_HR,JRA-VAN,fuseiritsu_flag_wakuren,fuseiritsu_flag_wakurenフィールド,character varying,1,,
jvd_hr,jvd_hr,fuseiritsu_flag_wide,34548,34548,100.0,JVD_HR,JRA-VAN,fuseiritsu_flag_wide,fuseiritsu_flag_wideフィールド,character varying,1,,
jvd_hr,jvd_hr,haraimodoshi_fukusho_1a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_fukusho_1a,haraimodoshi_fukusho_1aフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_fukusho_1b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_fukusho_1b,haraimodoshi_fukusho_1bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_fukusho_1c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_fukusho_1c,haraimodoshi_fukusho_1cフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_fukusho_2a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_fukusho_2a,haraimodoshi_fukusho_2aフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_fukusho_2b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_fukusho_2b,haraimodoshi_fukusho_2bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_fukusho_2c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_fukusho_2c,haraimodoshi_fukusho_2cフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_fukusho_3a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_fukusho_3a,haraimodoshi_fukusho_3aフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_fukusho_3b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_fukusho_3b,haraimodoshi_fukusho_3bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_fukusho_3c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_fukusho_3c,haraimodoshi_fukusho_3cフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_fukusho_4a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_fukusho_4a,haraimodoshi_fukusho_4aフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_fukusho_4b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_fukusho_4b,haraimodoshi_fukusho_4bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_fukusho_4c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_fukusho_4c,haraimodoshi_fukusho_4cフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_fukusho_5a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_fukusho_5a,haraimodoshi_fukusho_5aフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_fukusho_5b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_fukusho_5b,haraimodoshi_fukusho_5bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_fukusho_5c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_fukusho_5c,haraimodoshi_fukusho_5cフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_sanrenpuku_1a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrenpuku_1a,haraimodoshi_sanrenpuku_1aフィールド,character varying,6,,
jvd_hr,jvd_hr,haraimodoshi_sanrenpuku_1b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrenpuku_1b,haraimodoshi_sanrenpuku_1bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_sanrenpuku_1c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrenpuku_1c,haraimodoshi_sanrenpuku_1cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_sanrenpuku_2a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrenpuku_2a,haraimodoshi_sanrenpuku_2aフィールド,character varying,6,,
jvd_hr,jvd_hr,haraimodoshi_sanrenpuku_2b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrenpuku_2b,haraimodoshi_sanrenpuku_2bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_sanrenpuku_2c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrenpuku_2c,haraimodoshi_sanrenpuku_2cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_sanrenpuku_3a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrenpuku_3a,haraimodoshi_sanrenpuku_3aフィールド,character varying,6,,
jvd_hr,jvd_hr,haraimodoshi_sanrenpuku_3b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrenpuku_3b,haraimodoshi_sanrenpuku_3bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_sanrenpuku_3c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrenpuku_3c,haraimodoshi_sanrenpuku_3cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_1a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_1a,haraimodoshi_sanrentan_1aフィールド,character varying,6,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_1b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_1b,haraimodoshi_sanrentan_1bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_1c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_1c,haraimodoshi_sanrentan_1cフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_2a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_2a,haraimodoshi_sanrentan_2aフィールド,character varying,6,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_2b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_2b,haraimodoshi_sanrentan_2bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_2c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_2c,haraimodoshi_sanrentan_2cフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_3a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_3a,haraimodoshi_sanrentan_3aフィールド,character varying,6,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_3b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_3b,haraimodoshi_sanrentan_3bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_3c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_3c,haraimodoshi_sanrentan_3cフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_4a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_4a,haraimodoshi_sanrentan_4aフィールド,character varying,6,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_4b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_4b,haraimodoshi_sanrentan_4bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_4c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_4c,haraimodoshi_sanrentan_4cフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_5a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_5a,haraimodoshi_sanrentan_5aフィールド,character varying,6,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_5b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_5b,haraimodoshi_sanrentan_5bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_5c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_5c,haraimodoshi_sanrentan_5cフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_6a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_6a,haraimodoshi_sanrentan_6aフィールド,character varying,6,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_6b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_6b,haraimodoshi_sanrentan_6bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_sanrentan_6c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_sanrentan_6c,haraimodoshi_sanrentan_6cフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_tansho_1a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_tansho_1a,haraimodoshi_tansho_1aフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_tansho_1b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_tansho_1b,haraimodoshi_tansho_1bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_tansho_1c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_tansho_1c,haraimodoshi_tansho_1cフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_tansho_2a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_tansho_2a,haraimodoshi_tansho_2aフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_tansho_2b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_tansho_2b,haraimodoshi_tansho_2bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_tansho_2c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_tansho_2c,haraimodoshi_tansho_2cフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_tansho_3a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_tansho_3a,haraimodoshi_tansho_3aフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_tansho_3b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_tansho_3b,haraimodoshi_tansho_3bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_tansho_3c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_tansho_3c,haraimodoshi_tansho_3cフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_umaren_1a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umaren_1a,haraimodoshi_umaren_1aフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_umaren_1b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umaren_1b,haraimodoshi_umaren_1bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_umaren_1c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umaren_1c,haraimodoshi_umaren_1cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_umaren_2a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umaren_2a,haraimodoshi_umaren_2aフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_umaren_2b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umaren_2b,haraimodoshi_umaren_2bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_umaren_2c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umaren_2c,haraimodoshi_umaren_2cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_umaren_3a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umaren_3a,haraimodoshi_umaren_3aフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_umaren_3b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umaren_3b,haraimodoshi_umaren_3bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_umaren_3c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umaren_3c,haraimodoshi_umaren_3cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_umatan_1a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_1a,haraimodoshi_umatan_1aフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_umatan_1b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_1b,haraimodoshi_umatan_1bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_umatan_1c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_1c,haraimodoshi_umatan_1cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_umatan_2a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_2a,haraimodoshi_umatan_2aフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_umatan_2b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_2b,haraimodoshi_umatan_2bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_umatan_2c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_2c,haraimodoshi_umatan_2cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_umatan_3a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_3a,haraimodoshi_umatan_3aフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_umatan_3b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_3b,haraimodoshi_umatan_3bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_umatan_3c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_3c,haraimodoshi_umatan_3cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_umatan_4a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_4a,haraimodoshi_umatan_4aフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_umatan_4b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_4b,haraimodoshi_umatan_4bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_umatan_4c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_4c,haraimodoshi_umatan_4cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_umatan_5a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_5a,haraimodoshi_umatan_5aフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_umatan_5b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_5b,haraimodoshi_umatan_5bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_umatan_5c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_5c,haraimodoshi_umatan_5cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_umatan_6a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_6a,haraimodoshi_umatan_6aフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_umatan_6b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_6b,haraimodoshi_umatan_6bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_umatan_6c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_umatan_6c,haraimodoshi_umatan_6cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_wakuren_1a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wakuren_1a,haraimodoshi_wakuren_1aフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_wakuren_1b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wakuren_1b,haraimodoshi_wakuren_1bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_wakuren_1c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wakuren_1c,haraimodoshi_wakuren_1cフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_wakuren_2a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wakuren_2a,haraimodoshi_wakuren_2aフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_wakuren_2b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wakuren_2b,haraimodoshi_wakuren_2bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_wakuren_2c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wakuren_2c,haraimodoshi_wakuren_2cフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_wakuren_3a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wakuren_3a,haraimodoshi_wakuren_3aフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_wakuren_3b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wakuren_3b,haraimodoshi_wakuren_3bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_wakuren_3c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wakuren_3c,haraimodoshi_wakuren_3cフィールド,character varying,2,,
jvd_hr,jvd_hr,haraimodoshi_wide_1a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_1a,haraimodoshi_wide_1aフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_wide_1b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_1b,haraimodoshi_wide_1bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_wide_1c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_1c,haraimodoshi_wide_1cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_wide_2a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_2a,haraimodoshi_wide_2aフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_wide_2b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_2b,haraimodoshi_wide_2bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_wide_2c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_2c,haraimodoshi_wide_2cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_wide_3a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_3a,haraimodoshi_wide_3aフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_wide_3b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_3b,haraimodoshi_wide_3bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_wide_3c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_3c,haraimodoshi_wide_3cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_wide_4a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_4a,haraimodoshi_wide_4aフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_wide_4b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_4b,haraimodoshi_wide_4bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_wide_4c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_4c,haraimodoshi_wide_4cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_wide_5a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_5a,haraimodoshi_wide_5aフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_wide_5b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_5b,haraimodoshi_wide_5bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_wide_5c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_5c,haraimodoshi_wide_5cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_wide_6a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_6a,haraimodoshi_wide_6aフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_wide_6b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_6b,haraimodoshi_wide_6bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_wide_6c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_6c,haraimodoshi_wide_6cフィールド,character varying,3,,
jvd_hr,jvd_hr,haraimodoshi_wide_7a,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_7a,haraimodoshi_wide_7aフィールド,character varying,4,,
jvd_hr,jvd_hr,haraimodoshi_wide_7b,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_7b,haraimodoshi_wide_7bフィールド,character varying,9,,
jvd_hr,jvd_hr,haraimodoshi_wide_7c,34548,34548,100.0,JVD_HR,JRA-VAN,haraimodoshi_wide_7c,haraimodoshi_wide_7cフィールド,character varying,3,,
jvd_hr,jvd_hr,henkan_dowaku_joho,34548,34548,100.0,JVD_HR,JRA-VAN,henkan_dowaku_joho,henkan_dowaku_johoフィールド,character varying,8,,
jvd_hr,jvd_hr,henkan_flag_fukusho,34548,34548,100.0,JVD_HR,JRA-VAN,henkan_flag_fukusho,henkan_flag_fukushoフィールド,character varying,1,,
jvd_hr,jvd_hr,henkan_flag_sanrenpuku,34548,34548,100.0,JVD_HR,JRA-VAN,henkan_flag_sanrenpuku,henkan_flag_sanrenpukuフィールド,character varying,1,,
jvd_hr,jvd_hr,henkan_flag_sanrentan,34548,34548,100.0,JVD_HR,JRA-VAN,henkan_flag_sanrentan,henkan_flag_sanrentanフィールド,character varying,1,,
jvd_hr,jvd_hr,henkan_flag_tansho,34548,34548,100.0,JVD_HR,JRA-VAN,henkan_flag_tansho,henkan_flag_tanshoフィールド,character varying,1,,
jvd_hr,jvd_hr,henkan_flag_umaren,34548,34548,100.0,JVD_HR,JRA-VAN,henkan_flag_umaren,henkan_flag_umarenフィールド,character varying,1,,
jvd_hr,jvd_hr,henkan_flag_umatan,34548,34548,100.0,JVD_HR,JRA-VAN,henkan_flag_umatan,henkan_flag_umatanフィールド,character varying,1,,
jvd_hr,jvd_hr,henkan_flag_wakuren,34548,34548,100.0,JVD_HR,JRA-VAN,henkan_flag_wakuren,henkan_flag_wakurenフィールド,character varying,1,,
jvd_hr,jvd_hr,henkan_flag_wide,34548,34548,100.0,JVD_HR,JRA-VAN,henkan_flag_wide,henkan_flag_wideフィールド,character varying,1,,
jvd_hr,jvd_hr,henkan_umaban_joho,34548,34548,100.0,JVD_HR,JRA-VAN,henkan_umaban_joho,henkan_umaban_johoフィールド,character varying,28,,
jvd_hr,jvd_hr,henkan_wakuban_joho,34548,34548,100.0,JVD_HR,JRA-VAN,henkan_wakuban_joho,henkan_wakuban_johoフィールド,character varying,8,,
jvd_hr,jvd_hr,kaisai_kai,34548,34548,100.0,JVD_HR,JRA-VAN,開催回,同一競馬場での年内開催回数,character varying,2,第N回,
jvd_hr,jvd_hr,kaisai_nen,34548,34548,100.0,JVD_HR,JRA-VAN,開催年,競走が行われた年（西暦）,character varying,4,例:2024,
jvd_hr,jvd_hr,kaisai_nichime,34548,34548,100.0,JVD_HR,JRA-VAN,開催日目,開催何日目か,character varying,2,第N日,
jvd_hr,jvd_hr,kaisai_tsukihi,34548,34548,100.0,JVD_HR,JRA-VAN,開催月日,競走が行われた月日,character varying,4,MMDD形式 例:0526,
jvd_hr,jvd_hr,keibajo_code,34548,34548,100.0,JVD_HR,JRA-VAN,競馬場コード,競馬場の識別コード,character varying,2,01:札幌 02:函館 03:福島 04:新潟 05:東京 06:中山 07:中京 08:京都 09:阪神 10:小倉,
jvd_hr,jvd_hr,race_bango,34548,34548,100.0,JVD_HR,JRA-VAN,レース番号,その日のレース番号,character varying,2,01〜12,
jvd_hr,jvd_hr,record_id,34548,34548,100.0,JVD_HR,JRA-VAN,レコードID,データ種別識別子（2文字）,character varying,2,SE:出走馬/RA:レース/CK:確定着順/HR:払戻/UM:馬マスタ 等,
jvd_hr,jvd_hr,shusso_tosu,34548,34548,100.0,JVD_HR,JRA-VAN,出走頭数,実際に出走した頭数,character varying,2,,
jvd_hr,jvd_hr,tokubarai_flag_fukusho,34548,34548,100.0,JVD_HR,JRA-VAN,tokubarai_flag_fukusho,tokubarai_flag_fukushoフィールド,character varying,1,,
jvd_hr,jvd_hr,tokubarai_flag_sanrenpuku,34548,34548,100.0,JVD_HR,JRA-VAN,tokubarai_flag_sanrenpuku,tokubarai_flag_sanrenpukuフィールド,character varying,1,,
jvd_hr,jvd_hr,tokubarai_flag_sanrentan,34548,34548,100.0,JVD_HR,JRA-VAN,tokubarai_flag_sanrentan,tokubarai_flag_sanrentanフィールド,character varying,1,,
jvd_hr,jvd_hr,tokubarai_flag_tansho,34548,34548,100.0,JVD_HR,JRA-VAN,tokubarai_flag_tansho,tokubarai_flag_tanshoフィールド,character varying,1,,
jvd_hr,jvd_hr,tokubarai_flag_umaren,34548,34548,100.0,JVD_HR,JRA-VAN,tokubarai_flag_umaren,tokubarai_flag_umarenフィールド,character varying,1,,
jvd_hr,jvd_hr,tokubarai_flag_umatan,34548,34548,100.0,JVD_HR,JRA-VAN,tokubarai_flag_umatan,tokubarai_flag_umatanフィールド,character varying,1,,
jvd_hr,jvd_hr,tokubarai_flag_wakuren,34548,34548,100.0,JVD_HR,JRA-VAN,tokubarai_flag_wakuren,tokubarai_flag_wakurenフィールド,character varying,1,,
jvd_hr,jvd_hr,tokubarai_flag_wide,34548,34548,100.0,JVD_HR,JRA-VAN,tokubarai_flag_wide,tokubarai_flag_wideフィールド,character varying,1,,
jvd_hr,jvd_hr,toroku_tosu,34548,34548,100.0,JVD_HR,JRA-VAN,登録頭数,エントリーした頭数,character varying,2,,
jvd_hr,jvd_hr,yobi_1,34548,34548,100.0,JVD_HR,JRA-VAN,予備1,予備フィールド1（将来の拡張用）,character varying,1,,
jvd_hr,jvd_hr,yobi_2,34548,34548,100.0,JVD_HR,JRA-VAN,予備2,予備フィールド2（将来の拡張用）,character varying,1,,
jvd_hr,jvd_hr,yobi_3,34548,34548,100.0,JVD_HR,JRA-VAN,予備3,予備フィールド3（将来の拡張用）,character varying,1,,
jvd_hr,jvd_hr,yobi_4_1a,34548,34548,100.0,JVD_HR,JRA-VAN,yobi_4_1a,yobi_4_1aフィールド,character varying,4,,
