table_name,column_name,japanese_name,description,total_rows,filled_count,fillrate,code_values,remarks,is_existing,priority,selection_reason
jrd_kyi,uma_tokki_3,uma_tokki_3,uma_tokki_3フィールド,4828,3152,65.29,,,,,
jvd_hn,yunyu_nen,輸入年,外国産馬の輸入年,161003,161003,100.0,,,,,
jrd_kyi,yuso_kubun,yuso_kubun,yuso_kubunフィールド,4828,3152,65.29,,,,,
jvd_ra,zenhan_3f,zenhan_3f,zenhan_3fフィールド,59851,59851,100.0,,,,,
jrd_sed,zenhan_3f_sento_sa,zenhan_3f_sento_sa,zenhan_3f_sento_saフィールド,3696,2464,66.67,,,,,
jrd_sed,zenhan_3f_taimu,zenhan_3f_taimu,zenhan_3f_taimuフィールド,3696,2464,66.67,,,,,
jvd_ra,zenhan_4f,zenhan_4f,zenhan_4fフィールド,59851,59851,100.0,,,,,
jvd_se,dochaku_kubun,,,739040,739040,100.0,,,,,
jvd_se,dochaku_tosu,,,739040,739040,100.0,,,,,
jvd_se,fukushoku_hyoji,,,739040,739040,100.0,,,,,
jvd_se,futan_juryo_henkomae,,,739040,739040,100.0,,,,,
jvd_se,ijo_kubun_code,,,739040,739040,100.0,,,,,
jvd_se,yoso_soha_time,,,739040,739040,100.0,,,,,
jvd_se,zogen_fugo,,,739040,739040,100.0,,,,,
jvd_se,umakigo_code,,,739040,739040,100.0,,,,,
jvd_se,yobi_1,,,739040,739040,100.0,,,,,
jvd_se,yobi_2,,,739040,739040,100.0,,,,,
jvd_ra,kyoso_joken_code_3sai,,,59851,59851,100.0,,,,,
jvd_ra,kyoso_joken_code_4sai,,,59851,59851,100.0,,,,,
jvd_ra,kyoso_joken_code_5sai_ijo,,,59851,59851,100.0,,,,,
jvd_ra,kyoso_joken_meisho,,,59851,59851,100.0,,,,,
jvd_ra,kyoso_kigo_code,,,59851,59851,100.0,,,,,
jvd_ra,kyoso_shubetsu_code,,,59851,59851,100.0,,,,,
jvd_ra,kyosomei_fukudai,,,59851,59851,100.0,,,,,
jvd_ra,kyosomei_fukudai_eur,,,59851,59851,100.0,,,,,
jvd_ra,hasso_jikoku_henkomae,,,59851,59851,100.0,,,,,
jvd_ra,honshokin_henkomae,,,59851,59851,100.0,,,,,
jvd_hr,fuseiritsu_flag_fukusho,,,34548,34548,100.0,,,,,
jvd_hr,fuseiritsu_flag_sanrenpuku,,,34548,34548,100.0,,,,,
jvd_hr,fuseiritsu_flag_sanrentan,,,34548,34548,100.0,,,,,
jvd_hr,fuseiritsu_flag_tansho,,,34548,34548,100.0,,,,,
jvd_hr,haraimodoshi_sanrentan_2b,,,34548,34548,100.0,,,,,
jvd_hr,haraimodoshi_sanrentan_2c,,,34548,34548,100.0,,,,,
jvd_hr,haraimodoshi_sanrentan_3a,,,34548,34548,100.0,,,,,
jvd_hr,haraimodoshi_sanrentan_3b,,,34548,34548,100.0,,,,,
jvd_hr,haraimodoshi_sanrentan_3c,,,34548,34548,100.0,,,,,
jvd_hr,haraimodoshi_sanrentan_4a,,,34548,34548,100.0,,,,,
jvd_ck,dirt_chukyo,,,483981,483981,100.0,,,,,
jvd_ck,dirt_fukushima,,,483981,483981,100.0,,,,,
jvd_ck,dirt_hakodate,,,483981,483981,100.0,,,,,
jvd_ck,dirt_hanshin,,,483981,483981,100.0,,,,,
jvd_ck,dirt_kokura,,,483981,483981,100.0,,,,,
jvd_ck,dirt_kyoto,,,483981,483981,100.0,,,,,
jvd_ck,dirt_migi,,,483981,483981,100.0,,,,,
jvd_ck,shiba_1201_1400,,,483981,483981,100.0,,,,,
jvd_ck,shiba_1401_1600,,,483981,483981,100.0,,,,,
jvd_ck,shiba_1601_1800,,,483981,483981,100.0,,,,,
jvd_h1,henkan_hyosu_gokei_wakuren,,,34516,34516,100.0,,,,,
jvd_h1,henkan_hyosu_gokei_wide,,,34516,34516,100.0,,,,,
jvd_h1,henkan_umaban_joho,,,34516,34516,100.0,,,,,
jvd_h1,henkan_wakuban_joho,,,34516,34516,100.0,,,,,
jvd_h1,hyosu_fukusho,,,34516,34516,100.0,,,,,
jvd_h1,hyosu_gokei_fukusho,,,34516,34516,100.0,,,,,
jvd_h1,hyosu_gokei_sanrenpuku,,,34516,34516,100.0,,,,,
jvd_h1,hyosu_gokei_tansho,,,34516,34516,100.0,,,,,
jvd_h1,henkan_hyosu_gokei_tansho,,,34516,34516,100.0,,,,,
jvd_h1,henkan_hyosu_gokei_umaren,,,34516,34516,100.0,,,,,
jvd_h6,record_id,,,34516,34516,100.0,,,,,
jvd_h6,toroku_tosu,,,34516,34516,100.0,,,,,
jvd_h6,henkan_hyosu_gokei_sanrentan,,,34516,34516,100.0,,,,,
jvd_h6,hyosu_gokei_sanrentan,,,34516,34516,100.0,,,,,
jvd_h6,hyosu_sanrentan,,,34516,34516,100.0,,,,,
jvd_dm,mining_yoso_15,,,34548,34548,100.0,,,,,
jvd_dm,mining_yoso_16,,,34548,34548,100.0,,,,,
jvd_dm,mining_yoso_17,,,34548,34548,100.0,,,,,
jvd_dm,mining_yoso_18,,,34548,34548,100.0,,,,,
jvd_dm,mining_yoso_07,,,34548,34548,100.0,,,,,
jvd_dm,mining_yoso_08,,,34548,34548,100.0,,,,,
jvd_dm,mining_yoso_09,,,34548,34548,100.0,,,,,
jvd_dm,mining_yoso_10,,,34548,34548,100.0,,,,,
jvd_dm,mining_yoso_11,,,34548,34548,100.0,,,,,
jrd_bac,juryo_shubetsu_code,,,110,110,100.0,,,,,
jrd_bac,jusho_kaiji,,,110,110,100.0,,,,,
jrd_bac,kaisai_kubun,,,110,110,100.0,,,,,
jrd_bac,kyoso_joken_code,,,110,110,100.0,,,,,
jrd_bac,kyosomei,,,110,110,100.0,,,,,
jrd_bac,kyosomei_ryakusho_4,,,110,110,100.0,,,,,
jrd_bac,kyosomei_ryakusho_9,,,110,110,100.0,,,,,
jvd_um,dirt_middle,,,211788,211788,100.0,,,,,
jvd_um,dirt_omo,,,211788,211788,100.0,,,,,
jvd_um,dirt_ryo,,,211788,211788,100.0,,,,,
jvd_um,dirt_short,,,211788,211788,100.0,,,,,
jvd_um,dirt_yayaomo,,,211788,211788,100.0,,,,,
jvd_um,ketto_joho_12a,,,211788,211788,100.0,,,,,
jvd_um,ketto_joho_12b,,,211788,211788,100.0,,,,,
jvd_um,ketto_joho_13a,,,211788,211788,100.0,,,,,
jvd_um,ketto_joho_13b,,,211788,211788,100.0,,,,,
jvd_jg,jogai_jotai_kubun,,,808218,808218,100.0,,,,,
jvd_jg,shusso_kubun,,,808218,808218,100.0,,,,,
jvd_jg,shutsuba_tohyo_uketsuke,,,808218,808218,100.0,,,,,
jvd_sk,ketto_joho_02a,,,427045,427045,100.0,,,,,
jvd_sk,ketto_joho_03a,,,427045,427045,100.0,,,,,
jvd_sk,ketto_joho_04a,,,427045,427045,100.0,,,,,
jvd_sk,ketto_joho_05a,,,427045,427045,100.0,,,,,
jvd_sk,ketto_joho_06a,,,427045,427045,100.0,,,,,
jvd_sk,ketto_joho_07a,,,427045,427045,100.0,,,,,
jvd_sk,seinengappi,,,427045,427045,100.0,,,,,
jvd_sk,ketto_joho_08a,,,427045,427045,100.0,,,,,
jvd_sk,ketto_joho_09a,,,427045,427045,100.0,,,,,
jvd_sk,ketto_joho_10a,,,427045,427045,100.0,,,,,
jvd_wc,babamawari,,,699070,699070,100.0,,,,,
jvd_wc,chokyo_jikoku,,,699070,699070,100.0,,,,,
jvd_wc,chokyo_nengappi,,,699070,699070,100.0,,,,,
jvd_wc,course,,,699070,699070,100.0,,,,,
jvd_wc,tracen_kubun,,,699070,699070,100.0,,,,,
jvd_hn,seinen,,,161003,161003,100.0,,,,,
jvd_hn,hanshoku_toroku_bango,,,161003,161003,100.0,,,,,
